train_start,train_end,validation_start,validation_end,test_date,predicted_volatility_lstm_garch_ewma_vix,actual,mae
2025-05-13 14:30:00,2025-05-27 04:30:00,2025-05-27 04:45:00,2025-05-29 17:30:00,2025-05-29 17:45:00,0.0015723096,0.0012689375878285997,0.00030337205613288946
2025-05-13 14:45:00,2025-05-27 04:45:00,2025-05-27 05:00:00,2025-05-29 17:45:00,2025-05-29 18:00:00,0.0015391032,0.0011686596655357997,0.0003704435556124528
2025-05-13 15:00:00,2025-05-27 05:00:00,2025-05-27 05:15:00,2025-05-29 18:00:00,2025-05-29 18:15:00,0.0015352888,0.0009748326035285,0.0005604561531847712
2025-05-13 15:15:00,2025-05-27 05:15:00,2025-05-27 05:30:00,2025-05-29 18:15:00,2025-05-29 18:30:00,0.0014933803,0.0008612788346174001,0.000632101453976071
2025-05-13 15:30:00,2025-05-27 05:30:00,2025-05-27 05:45:00,2025-05-29 18:30:00,2025-05-29 18:45:00,0.0014315844,0.0008567848539093999,0.0005747995043059322
2025-05-13 15:45:00,2025-05-27 05:45:00,2025-05-27 06:00:00,2025-05-29 18:45:00,2025-05-29 19:00:00,0.0014047711,0.0008383205114623001,0.000566450604168565
2025-05-13 16:00:00,2025-05-27 06:00:00,2025-05-27 06:15:00,2025-05-29 19:00:00,2025-05-29 19:15:00,0.0013387902,0.000832757668947,0.0005060325019013696
2025-05-13 16:15:00,2025-05-27 06:15:00,2025-05-27 06:30:00,2025-05-29 19:15:00,2025-05-29 19:30:00,0.0012818077,0.0008509003142141001,0.0004309073505677088
2025-05-13 16:30:00,2025-05-27 06:30:00,2025-05-27 06:45:00,2025-05-29 19:30:00,2025-05-29 19:45:00,0.0012296389,0.0008427344756548,0.0003869044566179919
2025-05-13 16:45:00,2025-05-27 06:45:00,2025-05-27 07:00:00,2025-05-29 19:45:00,2025-05-29 20:00:00,0.0012210156,0.0010726862347289,0.00014832934899488355
2025-05-13 17:00:00,2025-05-27 07:00:00,2025-05-27 07:15:00,2025-05-29 20:00:00,2025-05-30 04:00:00,0.0011501014,0.0010580480885989,9.205333466464987e-05
2025-05-13 17:15:00,2025-05-27 07:15:00,2025-05-27 07:30:00,2025-05-30 04:00:00,2025-05-30 04:15:00,0.001051444,0.0010503104585225,1.1335196902738376e-06
2025-05-13 17:30:00,2025-05-27 07:30:00,2025-05-27 07:45:00,2025-05-30 04:15:00,2025-05-30 04:30:00,0.001065724,0.0009845330745378,8.119087271155285e-05
2025-05-13 17:45:00,2025-05-27 07:45:00,2025-05-27 08:00:00,2025-05-30 04:30:00,2025-05-30 04:45:00,0.0011182912,0.0009029417287154001,0.00021534944068958345
2025-05-13 18:00:00,2025-05-27 08:00:00,2025-05-27 08:15:00,2025-05-30 04:45:00,2025-05-30 05:00:00,0.0011064132,0.0008928154528836,0.00021359774482005952
2025-05-13 18:15:00,2025-05-27 08:15:00,2025-05-27 08:30:00,2025-05-30 05:00:00,2025-05-30 05:15:00,0.0011046347,0.0008931448694324,0.00021148985139970945
2025-05-13 18:30:00,2025-05-27 08:30:00,2025-05-27 08:45:00,2025-05-30 05:15:00,2025-05-30 05:30:00,0.0011059742,0.0008883990224519999,0.00021757517307305027
2025-05-13 18:45:00,2025-05-27 08:45:00,2025-05-27 09:00:00,2025-05-30 05:30:00,2025-05-30 05:45:00,0.0011073322,0.0008925220147982,0.0002148101654559614
2025-05-13 19:00:00,2025-05-27 09:00:00,2025-05-27 09:15:00,2025-05-30 05:45:00,2025-05-30 06:00:00,0.0010661974,0.0008558449380058999,0.0002103524703573232
2025-05-13 19:15:00,2025-05-27 09:15:00,2025-05-27 09:30:00,2025-05-30 06:00:00,2025-05-30 06:15:00,0.0010654479,0.0008532383641308,0.00021220956239050123
2025-05-13 19:30:00,2025-05-27 09:30:00,2025-05-27 09:45:00,2025-05-30 06:15:00,2025-05-30 06:30:00,0.0010591903,0.0008385158771936,0.0002206743765335381
2025-05-13 19:45:00,2025-05-27 09:45:00,2025-05-27 10:00:00,2025-05-30 06:30:00,2025-05-30 06:45:00,0.0010486848,0.0008365425912138,0.00021214222745635357
2025-05-13 20:00:00,2025-05-27 10:00:00,2025-05-27 10:15:00,2025-05-30 06:45:00,2025-05-30 07:00:00,0.0010193568,0.0008604771732766,0.00015887959902698124
2025-05-14 04:00:00,2025-05-27 10:15:00,2025-05-27 10:30:00,2025-05-30 07:00:00,2025-05-30 07:15:00,0.0010266979,0.0008668330733449999,0.00015986484915298785
2025-05-14 04:15:00,2025-05-27 10:30:00,2025-05-27 10:45:00,2025-05-30 07:15:00,2025-05-30 07:30:00,0.0008219165,0.0008675022522507,4.558574935027834e-05
2025-05-14 04:30:00,2025-05-27 10:45:00,2025-05-27 11:00:00,2025-05-30 07:30:00,2025-05-30 07:45:00,0.0008042907,0.0008682567819065001,6.396608259962467e-05
2025-05-14 04:45:00,2025-05-27 11:00:00,2025-05-27 11:15:00,2025-05-30 07:45:00,2025-05-30 08:00:00,0.0008096703,0.0011976057623232,0.000387935452787041
2025-05-14 05:00:00,2025-05-27 11:15:00,2025-05-27 11:30:00,2025-05-30 08:00:00,2025-05-30 08:15:00,0.0008305889,0.0011943119614827,0.00036372304097512004
2025-05-14 05:15:00,2025-05-27 11:30:00,2025-05-27 11:45:00,2025-05-30 08:15:00,2025-05-30 08:30:00,0.00086321903,0.0012439688229482,0.00038074979367808755
2025-05-14 05:30:00,2025-05-27 11:45:00,2025-05-27 12:00:00,2025-05-30 08:30:00,2025-05-30 08:45:00,0.00088856195,0.0012522509146556,0.0003636889683156948
2025-05-14 05:45:00,2025-05-27 12:00:00,2025-05-27 12:15:00,2025-05-30 08:45:00,2025-05-30 09:00:00,0.000938732,0.0012466252737248,0.0003078932713286636
2025-05-14 06:00:00,2025-05-27 12:15:00,2025-05-27 12:30:00,2025-05-30 09:00:00,2025-05-30 09:15:00,0.0009828294,0.0013161174742816,0.00033328810467701244
2025-05-14 06:15:00,2025-05-27 12:30:00,2025-05-27 12:45:00,2025-05-30 09:15:00,2025-05-30 09:30:00,0.0010287395,0.0013711347869147,0.00034239528891783335
2025-05-14 06:30:00,2025-05-27 12:45:00,2025-05-27 13:00:00,2025-05-30 09:30:00,2025-05-30 09:45:00,0.0010961256,0.0013759203660944,0.0002797947903805866
2025-05-14 06:45:00,2025-05-27 13:00:00,2025-05-27 13:15:00,2025-05-30 09:45:00,2025-05-30 10:00:00,0.001116724,0.0015518474343788,0.0004351234480362506
2025-05-14 07:00:00,2025-05-27 13:15:00,2025-05-27 13:30:00,2025-05-30 10:00:00,2025-05-30 10:15:00,0.0011820401,0.0014110878055536,0.00022904772233150886
2025-05-14 07:15:00,2025-05-27 13:30:00,2025-05-27 13:45:00,2025-05-30 10:15:00,2025-05-30 10:30:00,0.0012633252,0.0014139766259099,0.00015065140686730083
2025-05-14 07:30:00,2025-05-27 13:45:00,2025-05-27 14:00:00,2025-05-30 10:30:00,2025-05-30 10:45:00,0.0014316585,0.0014164993181063,1.5159196669035707e-05
2025-05-14 07:45:00,2025-05-27 14:00:00,2025-05-27 14:15:00,2025-05-30 10:45:00,2025-05-30 11:00:00,0.0014006719,0.0014161710743858,1.549917506710489e-05
2025-05-14 08:00:00,2025-05-27 14:15:00,2025-05-27 14:30:00,2025-05-30 11:00:00,2025-05-30 11:15:00,0.0013799202,0.0014258177629263,4.589759321518708e-05
2025-05-14 08:15:00,2025-05-27 14:30:00,2025-05-27 14:45:00,2025-05-30 11:15:00,2025-05-30 11:30:00,0.0013330611,0.0015133582447644,0.00018029710473377748
2025-05-14 08:30:00,2025-05-27 14:45:00,2025-05-27 15:00:00,2025-05-30 11:30:00,2025-05-30 11:45:00,0.0013416314,0.001515318341242,0.00017368693804912226
2025-05-14 08:45:00,2025-05-27 15:00:00,2025-05-27 15:15:00,2025-05-30 11:45:00,2025-05-30 12:00:00,0.0013993712,0.0015197084329586,0.00012033724203067728
2025-05-14 09:00:00,2025-05-27 15:15:00,2025-05-27 15:30:00,2025-05-30 12:00:00,2025-05-30 12:15:00,0.0014016326,0.0018485906183141998,0.0004469580597597888
2025-05-14 09:15:00,2025-05-27 15:30:00,2025-05-27 15:45:00,2025-05-30 12:15:00,2025-05-30 12:30:00,0.0013955976,0.0018517589679131,0.0004561613796421973
2025-05-14 09:30:00,2025-05-27 15:45:00,2025-05-27 16:00:00,2025-05-30 12:30:00,2025-05-30 12:45:00,0.001728823,0.0018381283610512,0.00010930541822802846
2025-05-14 09:45:00,2025-05-27 16:00:00,2025-05-27 16:15:00,2025-05-30 12:45:00,2025-05-30 13:00:00,0.0016512667,0.0018802324418024,0.00022896573562629775
2025-05-14 10:00:00,2025-05-27 16:15:00,2025-05-27 16:30:00,2025-05-30 13:00:00,2025-05-30 13:15:00,0.0016543025,0.0018924363095814002,0.00023813384105801703
2025-05-14 10:15:00,2025-05-27 16:30:00,2025-05-27 16:45:00,2025-05-30 13:15:00,2025-05-30 13:30:00,0.0016765762,0.0018731605465835,0.00019658433453496947
2025-05-14 10:30:00,2025-05-27 16:45:00,2025-05-27 17:00:00,2025-05-30 13:30:00,2025-05-30 13:45:00,0.0016650169,0.0018737836888948,0.0002087668198117532
2025-05-14 10:45:00,2025-05-27 17:00:00,2025-05-27 17:15:00,2025-05-30 13:45:00,2025-05-30 14:00:00,0.0016500382,0.0019611932255425,0.0003111550502576375
2025-05-14 11:00:00,2025-05-27 17:15:00,2025-05-27 17:30:00,2025-05-30 14:00:00,2025-05-30 14:15:00,0.0016239213,0.0019831488674409,0.00035922753828533573
2025-05-14 11:15:00,2025-05-27 17:30:00,2025-05-27 17:45:00,2025-05-30 14:15:00,2025-05-30 14:30:00,0.0017287674,0.0018005061124073002,7.173869969263999e-05
2025-05-14 11:30:00,2025-05-27 17:45:00,2025-05-27 18:00:00,2025-05-30 14:30:00,2025-05-30 14:45:00,0.0017059158,0.0018160167039985,0.00011010092046653624
2025-05-14 11:45:00,2025-05-27 18:00:00,2025-05-27 18:15:00,2025-05-30 14:45:00,2025-05-30 15:00:00,0.0016598128,0.0017981365136151,0.00013832375866368253
2025-05-14 12:00:00,2025-05-27 18:15:00,2025-05-27 18:30:00,2025-05-30 15:00:00,2025-05-30 15:15:00,0.0016336907,0.0018202075598641,0.00018651688973146305
2025-05-14 12:15:00,2025-05-27 18:30:00,2025-05-27 18:45:00,2025-05-30 15:15:00,2025-05-30 15:30:00,0.0016173142,0.001841104122338,0.00022378994477272344
2025-05-14 12:30:00,2025-05-27 18:45:00,2025-05-27 19:00:00,2025-05-30 15:30:00,2025-05-30 15:45:00,0.0015820544,0.0018045939719939,0.0002225395506882436
2025-05-14 12:45:00,2025-05-27 19:00:00,2025-05-27 19:15:00,2025-05-30 15:45:00,2025-05-30 16:00:00,0.0015340393,0.00175770112297,0.0002236618519058974
2025-05-14 13:00:00,2025-05-27 19:15:00,2025-05-27 19:30:00,2025-05-30 16:00:00,2025-05-30 16:15:00,0.0014612777,0.0017470643830843997,0.00028578666722260237
2025-05-14 13:15:00,2025-05-27 19:30:00,2025-05-27 19:45:00,2025-05-30 16:15:00,2025-05-30 16:30:00,0.0013990005,0.0015962559612625,0.00019725543671927416
2025-05-14 13:30:00,2025-05-27 19:45:00,2025-05-27 20:00:00,2025-05-30 16:30:00,2025-05-30 16:45:00,0.0013764366,0.0015907979489548003,0.0002143613913340365
2025-05-14 13:45:00,2025-05-27 20:00:00,2025-05-28 04:00:00,2025-05-30 16:45:00,2025-05-30 17:00:00,0.0013548022,0.0015821327156297002,0.00022733054858661036
2025-05-14 14:00:00,2025-05-28 04:00:00,2025-05-28 04:15:00,2025-05-30 17:00:00,2025-05-30 17:15:00,0.0013379821,0.0015779905371993,0.0002400084050997312
2025-05-14 14:15:00,2025-05-28 04:15:00,2025-05-28 04:30:00,2025-05-30 17:15:00,2025-05-30 17:30:00,0.0013392029,0.001581389550288,0.00024218668712375387
2025-05-14 14:30:00,2025-05-28 04:30:00,2025-05-28 04:45:00,2025-05-30 17:30:00,2025-05-30 17:45:00,0.001322627,0.0015732564278364,0.00025062947668580394
2025-05-14 14:45:00,2025-05-28 04:45:00,2025-05-28 05:00:00,2025-05-30 17:45:00,2025-05-30 18:00:00,0.0013033326,0.0014889022001056,0.00018556957514863446
2025-05-14 15:00:00,2025-05-28 05:00:00,2025-05-28 05:15:00,2025-05-30 18:00:00,2025-05-30 18:15:00,0.0012750265,0.0014902822931291998,0.00021525582084380994
2025-05-14 15:15:00,2025-05-28 05:15:00,2025-05-28 05:30:00,2025-05-30 18:15:00,2025-05-30 18:30:00,0.001244163,0.0014890594212092997,0.0002448963969700576
2025-05-14 15:30:00,2025-05-28 05:30:00,2025-05-28 05:45:00,2025-05-30 18:30:00,2025-05-30 18:45:00,0.0012255583,0.0009912817077322,0.00023427663467991415
2025-05-14 15:45:00,2025-05-28 05:45:00,2025-05-28 06:00:00,2025-05-30 18:45:00,2025-05-30 19:00:00,0.0011982063,0.000970868373421,0.00022733795629723214
2025-05-14 16:00:00,2025-05-28 06:00:00,2025-05-28 06:15:00,2025-05-30 19:00:00,2025-05-30 19:15:00,0.0010849696,0.0009661335750572,0.00011883603678125999
2025-05-14 16:15:00,2025-05-28 06:15:00,2025-05-28 06:30:00,2025-05-30 19:15:00,2025-05-30 19:30:00,0.000980703,0.0009184021462695,6.230089748191859e-05
2025-05-14 16:30:00,2025-05-28 06:30:00,2025-05-28 06:45:00,2025-05-30 19:30:00,2025-05-30 19:45:00,0.00092874694,0.0009091165789121,1.963036491561853e-05
2025-05-14 16:45:00,2025-05-28 06:45:00,2025-05-28 07:00:00,2025-05-30 19:45:00,2025-05-30 20:00:00,0.0008638799,0.0009536447545950999,8.976483554297583e-05
2025-05-14 17:00:00,2025-05-28 07:00:00,2025-05-28 07:15:00,2025-05-30 20:00:00,2025-06-02 04:00:00,0.0008251187,0.0012577405522328,0.0004326218712825459
2025-05-14 17:15:00,2025-05-28 07:15:00,2025-05-28 07:30:00,2025-06-02 04:00:00,2025-06-02 04:15:00,0.0008334605,0.0011415246557119,0.0003080641766684759
2025-05-14 17:30:00,2025-05-28 07:30:00,2025-05-28 07:45:00,2025-06-02 04:15:00,2025-06-02 04:30:00,0.0010335374,0.0011166753021185,8.313786304785806e-05
2025-05-14 17:45:00,2025-05-28 07:45:00,2025-05-28 08:00:00,2025-06-02 04:30:00,2025-06-02 04:45:00,0.0010174832,0.0011120465979602,9.456341384610147e-05
2025-05-14 18:00:00,2025-05-28 08:00:00,2025-05-28 08:15:00,2025-06-02 04:45:00,2025-06-02 05:00:00,0.0010107703,0.0010944940960969,8.372376868530807e-05
2025-05-14 18:15:00,2025-05-28 08:15:00,2025-05-28 08:30:00,2025-06-02 05:00:00,2025-06-02 05:15:00,0.0009880536,0.0010529401737614,6.488655017450697e-05
2025-05-14 18:30:00,2025-05-28 08:30:00,2025-05-28 08:45:00,2025-06-02 05:15:00,2025-06-02 05:30:00,0.0010292468,0.0009733421784196001,5.590465754978834e-05
2025-05-14 18:45:00,2025-05-28 08:45:00,2025-05-28 09:00:00,2025-06-02 05:30:00,2025-06-02 05:45:00,0.0010106972,0.0009710476365756001,3.964958201388457e-05
2025-05-14 19:00:00,2025-05-28 09:00:00,2025-05-28 09:15:00,2025-06-02 05:45:00,2025-06-02 06:00:00,0.0010131643,0.000988352507824,2.4811784265641162e-05
2025-05-14 19:15:00,2025-05-28 09:15:00,2025-05-28 09:30:00,2025-06-02 06:00:00,2025-06-02 06:15:00,0.0009987958,0.0009850930848995,1.3702762508973482e-05
2025-05-14 19:30:00,2025-05-28 09:30:00,2025-05-28 09:45:00,2025-06-02 06:15:00,2025-06-02 06:30:00,0.0009886285,0.0009868446213358,1.7838611102744418e-06
2025-05-14 19:45:00,2025-05-28 09:45:00,2025-05-28 10:00:00,2025-06-02 06:30:00,2025-06-02 06:45:00,0.0010140756,0.0009915740358935,2.2501555335402304e-05
2025-05-14 20:00:00,2025-05-28 10:00:00,2025-05-28 10:15:00,2025-06-02 06:45:00,2025-06-02 07:00:00,0.0009987256,0.001013893241548,1.5167592578588154e-05
2025-05-15 04:00:00,2025-05-28 10:15:00,2025-05-28 10:30:00,2025-06-02 07:00:00,2025-06-02 07:15:00,0.0009660142,0.0010129770101027,4.696278599811664e-05
2025-05-15 04:15:00,2025-05-28 10:30:00,2025-05-28 10:45:00,2025-06-02 07:15:00,2025-06-02 07:30:00,0.00095249404,0.0010111936525222,5.8699612856292355e-05
2025-05-15 04:30:00,2025-05-28 10:45:00,2025-05-28 11:00:00,2025-06-02 07:30:00,2025-06-02 07:45:00,0.0009382693,0.0010045367190071,6.626740930756468e-05
2025-05-15 04:45:00,2025-05-28 11:00:00,2025-05-28 11:15:00,2025-06-02 07:45:00,2025-06-02 08:00:00,0.00092521537,0.0010285537953501,0.00010333842672532339
2025-05-15 05:00:00,2025-05-28 11:15:00,2025-05-28 11:30:00,2025-06-02 08:00:00,2025-06-02 08:15:00,0.00092645217,0.0010347426526233,0.00010829048761943402
2025-05-15 05:15:00,2025-05-28 11:30:00,2025-05-28 11:45:00,2025-06-02 08:15:00,2025-06-02 08:30:00,0.00091971795,0.001073225020798,0.00015350707470819579
2025-05-15 05:30:00,2025-05-28 11:45:00,2025-05-28 12:00:00,2025-06-02 08:30:00,2025-06-02 08:45:00,0.0009346008,0.0010722758686244,0.0001376750967539359
2025-05-15 05:45:00,2025-05-28 12:00:00,2025-05-28 12:15:00,2025-06-02 08:45:00,2025-06-02 09:00:00,0.00094820216,0.0010786302462224,0.000130428090226286
2025-05-15 06:00:00,2025-05-28 12:15:00,2025-05-28 12:30:00,2025-06-02 09:00:00,2025-06-02 09:15:00,0.00093454187,0.0010821120588069,0.00014757019308928032
2025-05-15 06:15:00,2025-05-28 12:30:00,2025-05-28 12:45:00,2025-06-02 09:15:00,2025-06-02 09:30:00,0.0009293979,0.0011940077654683,0.00026460988536858624
2025-05-15 06:30:00,2025-05-28 12:45:00,2025-05-28 13:00:00,2025-06-02 09:30:00,2025-06-02 09:45:00,0.00095916004,0.0014458552559531,0.00048669521675172127
2025-05-15 06:45:00,2025-05-28 13:00:00,2025-05-28 13:15:00,2025-06-02 09:45:00,2025-06-02 10:00:00,0.001010636,0.0014454094456088,0.0004347734614785963
2025-05-15 07:00:00,2025-05-28 13:15:00,2025-05-28 13:30:00,2025-06-02 10:00:00,2025-06-02 10:15:00,0.0012258755,0.0015199477542746,0.0002940722965258293
2025-05-15 07:15:00,2025-05-28 13:30:00,2025-05-28 13:45:00,2025-06-02 10:15:00,2025-06-02 10:30:00,0.0011981422,0.001296496042629,9.835385775309449e-05
2025-05-15 07:30:00,2025-05-28 13:45:00,2025-05-28 14:00:00,2025-06-02 10:30:00,2025-06-02 10:45:00,0.0013106315,0.0013163673200166,5.735803627051174e-06
2025-05-15 07:45:00,2025-05-28 14:00:00,2025-05-28 14:15:00,2025-06-02 10:45:00,2025-06-02 11:00:00,0.001232234,0.0013015536047299,6.931965851826398e-05
2025-05-15 08:00:00,2025-05-28 14:15:00,2025-05-28 14:30:00,2025-06-02 11:00:00,2025-06-02 11:15:00,0.0012073696,0.0013299636231268,0.00012259401059692607
2025-05-15 08:15:00,2025-05-28 14:30:00,2025-05-28 14:45:00,2025-06-02 11:15:00,2025-06-02 11:30:00,0.0011730464,0.0013104996618876997,0.00013745324435334837
2025-05-15 08:30:00,2025-05-28 14:45:00,2025-05-28 15:00:00,2025-06-02 11:30:00,2025-06-02 11:45:00,0.0012011635,0.0013282430854688,0.00012707957374552005
2025-05-15 08:45:00,2025-05-28 15:00:00,2025-05-28 15:15:00,2025-06-02 11:45:00,2025-06-02 12:00:00,0.0011925873,0.0013128208363046,0.00012023352492498843
2025-05-15 09:00:00,2025-05-28 15:15:00,2025-05-28 15:30:00,2025-06-02 12:00:00,2025-06-02 12:15:00,0.0012150628,0.0013165165630502,0.00010145376039271499
2025-05-15 09:15:00,2025-05-28 15:30:00,2025-05-28 15:45:00,2025-06-02 12:15:00,2025-06-02 12:30:00,0.0012131935,0.0013155053762538998,0.00010231185441898988
2025-05-15 09:30:00,2025-05-28 15:45:00,2025-05-28 16:00:00,2025-06-02 12:30:00,2025-06-02 12:45:00,0.0012070527,0.0013343394138606998,0.00012728668383683883
2025-05-15 09:45:00,2025-05-28 16:00:00,2025-05-28 16:15:00,2025-06-02 12:45:00,2025-06-02 13:00:00,0.0012089356,0.0013340023565478999,0.00012506672510881008
2025-05-15 10:00:00,2025-05-28 16:15:00,2025-05-28 16:30:00,2025-06-02 13:00:00,2025-06-02 13:15:00,0.0012352148,0.0013386461049706999,0.00010343134444368513
2025-05-15 10:15:00,2025-05-28 16:30:00,2025-05-28 16:45:00,2025-06-02 13:15:00,2025-06-02 13:30:00,0.0012232015,0.0013306365838438,0.00010743506962207212
2025-05-15 10:30:00,2025-05-28 16:45:00,2025-05-28 17:00:00,2025-06-02 13:30:00,2025-06-02 13:45:00,0.0012197144,0.0013303039827187,0.0001105895730469761
2025-05-15 10:45:00,2025-05-28 17:00:00,2025-05-28 17:15:00,2025-06-02 13:45:00,2025-06-02 14:00:00,0.0011929903,0.0013311783338521997,0.00013818799262842337
2025-05-15 11:00:00,2025-05-28 17:15:00,2025-05-28 17:30:00,2025-06-02 14:00:00,2025-06-02 14:15:00,0.0011948417,0.0013725249951314,0.0001776833010446099
2025-05-15 11:15:00,2025-05-28 17:30:00,2025-05-28 17:45:00,2025-06-02 14:15:00,2025-06-02 14:30:00,0.0011703634,0.0013646377028417999,0.0001942743092295939
2025-05-15 11:30:00,2025-05-28 17:45:00,2025-05-28 18:00:00,2025-06-02 14:30:00,2025-06-02 14:45:00,0.0011882947,0.0013425869924462,0.00015429226322831316
2025-05-15 11:45:00,2025-05-28 18:00:00,2025-05-28 18:15:00,2025-06-02 14:45:00,2025-06-02 15:00:00,0.0011405925,0.0013233291858812998,0.00018273668251989582
2025-05-15 12:00:00,2025-05-28 18:15:00,2025-05-28 18:30:00,2025-06-02 15:00:00,2025-06-02 15:15:00,0.0011038838,0.0013251565881620998,0.0002212727461557741
2025-05-15 12:15:00,2025-05-28 18:30:00,2025-05-28 18:45:00,2025-06-02 15:15:00,2025-06-02 15:30:00,0.0010517196,0.0013275411131837998,0.0002758214634889398
2025-05-15 12:30:00,2025-05-28 18:45:00,2025-05-28 19:00:00,2025-06-02 15:30:00,2025-06-02 15:45:00,0.0010356636,0.0013383582315964,0.0003026945830879109
2025-05-15 12:45:00,2025-05-28 19:00:00,2025-05-28 19:15:00,2025-06-02 15:45:00,2025-06-02 16:00:00,0.0010879595,0.0012624543698614998,0.00017449486331255868
2025-05-15 13:00:00,2025-05-28 19:15:00,2025-05-28 19:30:00,2025-06-02 16:00:00,2025-06-02 16:15:00,0.0010263274,0.0008996136376614,0.00012671373486721263
2025-05-15 13:15:00,2025-05-28 19:30:00,2025-05-28 19:45:00,2025-06-02 16:15:00,2025-06-02 16:30:00,0.00096496387,0.0009103402098089,5.462365705449974e-05
2025-05-15 13:30:00,2025-05-28 19:45:00,2025-05-28 20:00:00,2025-06-02 16:30:00,2025-06-02 16:45:00,0.000873777,0.0007690515311403,0.00010472549470460178
2025-05-15 13:45:00,2025-05-28 20:00:00,2025-05-29 04:00:00,2025-06-02 16:45:00,2025-06-02 17:00:00,0.00092587556,0.0007666292042179,0.00015924635569695717
2025-05-15 14:00:00,2025-05-29 04:00:00,2025-05-29 04:15:00,2025-06-02 17:00:00,2025-06-02 17:15:00,0.0010665448,0.0007392956740756,0.0003272491176079547
2025-05-15 14:15:00,2025-05-29 04:15:00,2025-05-29 04:30:00,2025-06-02 17:15:00,2025-06-02 17:30:00,0.00091943593,0.0007361976267386001,0.00018323830323407832
2025-05-15 14:30:00,2025-05-29 04:30:00,2025-05-29 04:45:00,2025-06-02 17:30:00,2025-06-02 17:45:00,0.0007231646,0.0006781871954439,4.4977391372083043e-05
2025-05-15 14:45:00,2025-05-29 04:45:00,2025-05-29 05:00:00,2025-06-02 17:45:00,2025-06-02 18:00:00,0.0007035125,0.0007072354723043,3.7229559659218226e-06
2025-05-15 15:00:00,2025-05-29 05:00:00,2025-05-29 05:15:00,2025-06-02 18:00:00,2025-06-02 18:15:00,0.0006715398,0.0006770261306012,5.486325702997634e-06
2025-05-15 15:15:00,2025-05-29 05:15:00,2025-05-29 05:30:00,2025-06-02 18:15:00,2025-06-02 18:30:00,0.0006805319,0.000671808929284,8.722969695097618e-06
2025-05-15 15:30:00,2025-05-29 05:30:00,2025-05-29 05:45:00,2025-06-02 18:30:00,2025-06-02 18:45:00,0.00064314663,0.0006653073357519,2.216070397833875e-05
2025-05-15 15:45:00,2025-05-29 05:45:00,2025-05-29 06:00:00,2025-06-02 18:45:00,2025-06-02 19:00:00,0.00060981855,0.0006537815275018,4.3962972552784654e-05
2025-05-15 16:00:00,2025-05-29 06:00:00,2025-05-29 06:15:00,2025-06-02 19:00:00,2025-06-02 19:15:00,0.0006461532,0.0006120531297321,3.4100044142963606e-05
2025-05-15 16:15:00,2025-05-29 06:15:00,2025-05-29 06:30:00,2025-06-02 19:15:00,2025-06-02 19:30:00,0.0006203833,0.0006595476365902,3.9164332977729326e-05
2025-05-15 16:30:00,2025-05-29 06:30:00,2025-05-29 06:45:00,2025-06-02 19:30:00,2025-06-02 19:45:00,0.0006189904,0.0006799809940229,6.0990599736088615e-05
2025-05-15 16:45:00,2025-05-29 06:45:00,2025-05-29 07:00:00,2025-06-02 19:45:00,2025-06-02 20:00:00,0.00060349645,0.0007773927996471,0.00017389635337287902
2025-05-15 17:00:00,2025-05-29 07:00:00,2025-05-29 07:15:00,2025-06-02 20:00:00,2025-06-03 04:00:00,0.00060365483,0.0013424400592687,0.0007387852299491336
2025-05-15 17:15:00,2025-05-29 07:15:00,2025-05-29 07:30:00,2025-06-03 04:00:00,2025-06-03 04:15:00,0.00069549424,0.0013382417458555997,0.0006427475094310344
2025-05-15 17:30:00,2025-05-29 07:30:00,2025-05-29 07:45:00,2025-06-03 04:15:00,2025-06-03 04:30:00,0.0010890119,0.0012826249682735,0.00019361306721524339
2025-05-15 17:45:00,2025-05-29 07:45:00,2025-05-29 08:00:00,2025-06-03 04:30:00,2025-06-03 04:45:00,0.0011666153,0.0012839815342522,0.00011736624834153401
2025-05-15 18:00:00,2025-05-29 08:00:00,2025-05-29 08:15:00,2025-06-03 04:45:00,2025-06-03 05:00:00,0.0012440399,0.001282092237636,3.805238080725076e-05
2025-05-15 18:15:00,2025-05-29 08:15:00,2025-05-29 08:30:00,2025-06-03 05:00:00,2025-06-03 05:15:00,0.0012527201,0.0012827694423746,3.004930990446915e-05
2025-05-15 18:30:00,2025-05-29 08:30:00,2025-05-29 08:45:00,2025-06-03 05:15:00,2025-06-03 05:30:00,0.0012069592,0.0012763942040172002,6.943495549676629e-05
2025-05-15 18:45:00,2025-05-29 08:45:00,2025-05-29 09:00:00,2025-06-03 05:30:00,2025-06-03 05:45:00,0.0012860826,0.001270786517874,1.5296033940615655e-05
2025-05-15 19:00:00,2025-05-29 09:00:00,2025-05-29 09:15:00,2025-06-03 05:45:00,2025-06-03 06:00:00,0.001249848,0.0012445806153483,5.267434717038614e-06
2025-05-15 19:15:00,2025-05-29 09:15:00,2025-05-29 09:30:00,2025-06-03 06:00:00,2025-06-03 06:15:00,0.0012576486,0.0012406158477825,1.7032727337174154e-05
2025-05-15 19:30:00,2025-05-29 09:30:00,2025-05-29 09:45:00,2025-06-03 06:15:00,2025-06-03 06:30:00,0.0012723713,0.00124322245998,2.9148811645161128e-05
2025-05-15 19:45:00,2025-05-29 09:45:00,2025-05-29 10:00:00,2025-06-03 06:30:00,2025-06-03 06:45:00,0.0012732077,0.0012542601307075,1.8947585004987656e-05
